id,topic_en,topic_ko,keywords
scenic-island-golf,Golfing in the Small Islands of Japan,일본의 작은 섬(낙도)에서 즐기는 이색 골프,island,exotic,adventure
golf-fashion-trends-japan,Current Golf Fashion Trends in Japan,현재 일본에서 유행하는 골프 패션과 트렌드,fashion,trends,style
stay-at-ryokan-golf,Combining Ryokan Stays with Golf Rounds,전통 료칸 숙박과 골프를 결합한 럭셔리 투어,ryokan,tradition,luxury
gunma-mountain-golf,Dynamic Mountain Golfing in Gunma,군마현의 역동적인 산악 지형 골프 코스 체험,gunma,mountain,dynamic
tochigi-golf-resorts,A Guide to Premium Golf Resorts in Tochigi,도치기현의 프리미엄 골프 리조트 투어 가이드,tochigi,resort,premium
best-pro-shops-tokyo,Top Golf Stores in Tokyo for Foreigners,도쿄 시내 외국인 쇼핑객을 위한 대형 골프 매장,tokyo stores,shopping,gear
custom-club-fitting-japan,Getting a Custom Club Fitting in Japan,일본 현지에서의 커스텀 클럽 피팅 체험 방법,fitting,custom,gear
golf-travel-packing-list,Ultimate Packing List for Japan Golf Trip,일본 골프 여행을 위한 완벽한 준비물 체크리스트,packing,checklist,travel
transporting-golf-clubs-airport,Rules for Carrying Golf Clubs on Trains,일본 전철이나 버스 이용 시 골프백 휴대 규칙,train,airport,transport
pension-stays-for-golf,Staying at Cozy Pensions for Golf Trips,골프장 근처 아기자기한 펜션 숙소 이용하기,pension,accommodation,budget
golf-and-sake-tasting,Golfing Near Famous Sake Breweries,유명 사케 양조장 근처 골프장과 양조장 견학,sake,brewery,tasting
playing-on-bent-grass,Tips for Putting on Bent Grass Greens,일본 골프장 벤트그라스 그린에서의 퍼팅 요령,bent grass,putting,greens
korai-grass-putting-tips,How to Master Korai Grass Greens,일본 특유의 코라이그라스(고려잔디) 그린 공략법,korai grass,greens,technique
etiquette-for-bathhouse,Traditional Bathhouse Etiquette After Golf,일본 골프장 대욕장 이용 시 지켜야 할 예절,bathhouse,sento,etiquette
golf-souvenirs-edible,Best Edible Souvenirs from Japanese Courses,일본 골프장에서 파는 지역 특산물 먹거리 선물,souvenirs,gourmet,food
nightlife-near-golf-hubs,Best Cities for Nightlife After Golfing,라운딩 후 화려한 밤문화를 즐기기 좋은 도시,nightlife,city,entertainment
eco-friendly-golf-courses,Eco-Friendly and Sustainable Golfing in Japan,일본의 친환경 골프장과 지속 가능한 라운딩,eco-friendly,sustainability,nature
history-of-caddy-service,The Evolution of Caddy Services in Japan,일본 캐디 서비스의 역사와 현대적 변화상,caddy,history,evolution
top-5-bucket-list-courses,Your Japan Golf Bucket List: Top 5 Courses,일본 골프 여행 중 꼭 가봐야 할 버킷리스트 TOP 5,bucket list,top courses,dream
how-to-use-rakuten-gora,Step-by-Step Guide for Rakuten GORA App,라쿠텐 고라 앱 이용 및 예약 방법 단계별 안내,rakuten gora,app,tutorial
conclusion-planning-japan-golf,Summary and Final Tips for Your Japan Trip,일본 골프 여행 계획을 위한 최종 요약 및 꿀팁,conclusion,summary,travel
